text,label,label_text
"Here, we report the first case of successful redo aortic valve replacement using a Prima Plus stentless valve (Edwards Lifesciences, Irvine, CA, USA) followed by a 6-week course of ciprofloxacin and gentamicin for early PVE caused by MBL-producing P. aeruginosa.",0,Not-Related
"Bone marrow aspiration day +4 still showed hypo-normocellular marrow, with remaining 6% plasma cells.",0,Not-Related
"A 72-year-old woman suffered obtundation, intractable pulmonary edema, acidemia, and irreversible renal insufficiency despite vigorous hemodialysis.",0,Not-Related
Comparing his coronary angiograms with those obtained before surgery indicated a severely spastic left coronary artery.,0,Not-Related
RESULTS: Thirteen patients had died; 1 of these died of liver failure.,0,Not-Related
"However, it is controversial whether progressive hepatic lesions develop in complete abstainers as a result of long-term cyanamide treatment.",0,Not-Related
Her course continued to be complicated until consistent follow-up with a nutritionist was established.,0,Not-Related
"The clinicoradiologic features in this patient were consistent with posterior leukoencephalopathy, which is a rare complication of chemotherapy.",0,Not-Related
Lack of experience with patient reporting in real life was one of the main drawbacks in this debate.,0,Not-Related
"Gastric tumor, endometrial carcinoma and cervical adenocarcinoma in situ were detected after treatment with tamoxifen for breast cancer.",1,Related
The results thus far are very encouraging and the study is being continued.,0,Not-Related
CONCLUSIONS: Carboplatin desensitization can be successfully performed on an outpatient basis with close observation and cardiorespiratory monitoring.,0,Not-Related
"Two patients with ovarian cancer who had received multiple courses of cisplatin without complications experienced hypersensitivity reactions to cisplatin: one, involving intrahepatic artery infusion, manifested general erythema, dyspnea, and hypotension; the other, involving intravenous infusion, manifested abdominal pain, general erythema, and fever.",1,Related
"Four patients were treated with acyclovir, but three were given suboptimal doses.",0,Not-Related
"Thus, troglitazone should be prescribed with caution and should not be used as a first-line agent in the treatment of type II DM when potentially less toxic alternatives are available.",0,Not-Related
"The leukoencephalopathy, documented clinically and by CT and EEG, cleared after 2350 mg of leucovorin (citrovorum factor, folinic acid) was given in addition to the 135 mg given as part of the therapy.",0,Not-Related
Carbamazepine toxicity following Oxybutynin and Dantrolene administration: a case report.,1,Related
OBJECTIVES: The improvement of pre-existing inflammatory bowel disease after orthotopic liver transplant might be anticipated.,0,Not-Related
OBJECTIVE: To report a case of calcineurin-induced pain syndrome (CIPS) in a child undergoing his second hematopoietic stem cell transplant (HSCT).,1,Related
Von Willebrand's disease has been established as the most common hereditary hemorrhagic disease.,0,Not-Related
"To date, eight cases of TEN and one of SJS related to lamotrigine administration have been reported in the literature.",1,Related
"We hypothesize that during interferon therapy, melanocytes may produce more melanin pigment in the presence of alpha-melanocyte stimulating hormone and sufficient amounts of tyrosine, leading to melanin deposits and clinical hyperpigmentation.",0,Not-Related
Angioimmunoblastic lymphadenopathy with dysproteinemia following doxycycline administration.,1,Related
We describe a patient with the antiphospholipid syndrome who had skin necrosis develop from low-molecular weight heparin therapy at sites distant from injection sites.,1,Related
Impairment of consciousness developed with a remarkable temporal delay of 24 to 48 hours after occurrence of peak serum concentrations and resolved with a comparable delay after reaching the therapeutic range (anticlockwise hysteresis).,0,Not-Related
"We introduce a case of a sixty years old woman with several previous episodes of rhinitis, conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar).",1,Related
"Recent studies show that patients with other injury patterns do not appear to have significant differences post trauma, although the data about such outcomes is sparse.",0,Not-Related
Minimal change nephrotic syndrome after allogenic hematopoietic stem cell transplantation.,0,Not-Related
"We calculated the changes in alpha(1)-adrenoceptor occupancy by endogenous norepinephrine during treatment with the usual doses of milnacipran, fluvoxamine and imipramine by using pharmacokinetic and pharmacodynamic parameters obtained from the literature.",0,Not-Related
"The neuropathologic findings in these cases, although similar, varied in severity and distribution.",0,Not-Related
High-dose tamoxifen in treatment of brain tumors: interaction with antiepileptic drugs.,0,Not-Related
"It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms.",1,Related
OBJECTIVE: To report a case of significant hepatic and renal failure with the use of argatroban in a patient with heparin-induced thrombocytopenia (HIT) requiring continuous veno-veno hemodialysis (CVVHD).,1,Related
"Patient ages ranged from 19 to 36 years at the time of diagnosis of their Crohn's disease, and all were white.",0,Not-Related
"The children were symptom-free at follow-up, which ranged from 5 months to 3 years.",0,Not-Related
Possible mechanisms for damage to the urothelium by ketamine are suggested.,1,Related
Crumley).,0,Not-Related
Interferon-alpha (IFN-alpha) may precipitate or exacerbate the occurrence of MPGN.,1,Related
"The authors describe valproate-induced hyperammonemia and mental status changes in an 88-year-old man, the first known reported case in an elderly patient.",1,Related
"Care should be taken in prescribing antipsychotic drugs to patients who are prone to cardiovascular side effects, and alternatives to antipsychotics with prominent anticholinergic profile, in particular, should be sought.",0,Not-Related
Three patients were treated with aminocaproic acid for medically uncontrolled hyphemas that developed after cataract extractions.,0,Not-Related
"Although some reports suggest that treatment with recombinant erythropoietin may affect A1C values in patients undergoing hemodialysis, we know of no evidence to support this interaction in patients with chronic renal insufficiency who are not undergoing hemodialysis.",0,Not-Related
The remainder of the procedure was uneventful.,0,Not-Related
Priapism as a complication of heparin therapy.,1,Related
Phenytoin and carbamazepine were necessary to control the seizures.,0,Not-Related
Pyogenic portal vein thrombosis as a reservoir of persistent septicemia after cyanoacrylate injection for bleeding gastric varices.,0,Not-Related
Severe granulomatous inflammatory response induced by injection of polyacrylamide gel into the facial tissue.,0,Not-Related
"The diagnosis was based on the rapid onset of renal failure, presence of eosinophilia, skin rash, and characteristic renal biopsy finding, following the administration of ampicillin.",1,Related
Therapy with IFN-beta has rarely been associated with the development of autoimmune disorders.,1,Related
"Although combinations of belladonna, ergotamine, and phenobarbital have been used for medical treatment of menopausal symptoms since the 1960s, this is the first known case report of its association with anticonvulsant hypersensitivity syndrome.",1,Related
"After 1 week of nefazodone therapy the patient experienced headache, confusion, and ""gray areas"" in her vision, without abnormal ophthalmologic findings.",1,Related
We reviewed all cases of RS reported to the Michigan Department of Public Health during 1982 and 1983.,0,Not-Related
"However, increasing the indometacin dose to 4 mg/kg/day improved their growth significantly, without changing their symptoms or biochemistry.",0,Not-Related
"For nearly half a century, FMF was thought to cluster primarily in non-Ashkenazi Jews, Arabs, Armenians, and Turks, although the screening of the 8 known mutations in an American cohort has identified substantial numbers of people from the Ashkenazi Jewish and Italian populations in the United States who also have this disease.",0,Not-Related
"Familial Mediterranean Fever (FMF) is an inherited disease, closely following the pattern of autosomal recessive inheritance.",0,Not-Related
PURPOSE: To report a case with concentric retinal pigment epithelium (RPE) atrophy after a single photodynamic therapy (PDT).,0,Not-Related
We present the case of a 75-year-old man with ankylosing spondylitis who developed surgically induced necrotizing scleritis (SINS) more than 3 years after uneventful extracapsular cataract extraction and posterior chamber intraocular lens implantation.,0,Not-Related
"The day after clozapine was stopped, while he was still receiving clomipramine 150 mg/d, he began behaving oddly, started sweating profusely, shivering, and became tremulous, agitated, and confused.",1,Related
"Most antidepressants and also antipsychotics are metabolized by the polymorphic debrisoquine/sparteine hydroxylase, i.e., cytochrome P450 (CYP)2D6.",0,Not-Related
"Through November 30, 2004, the FDA received 6 reports of DIC associated with ""acute hemolysis"" (or similar terms), 5 of which involved fatalities.",0,Not-Related
We describe four patients who had seizures while receiving ofloxacin; no other causes were evident.,1,Related
"Loiasis, caused by the filarial parasite Loa loa, is endemic in West and Central Africa.",0,Not-Related
"Cardioembolic stroke, early anticoagulation, and brain hemorrhage.",0,Not-Related
The authors report 2 cases of renal damage associated with lithium carbonate treatment.,1,Related
A 22 year old female was admitted to hospital two hours after ingesting 4 g of dapsone.,0,Not-Related
"The authors describe a case of combined lithium and haloperidol toxicity characterized by hyperpyrexia, severe rigidity, mutism, and development of irreversible tardive dyskinesia.",1,Related
Using insulin's ability to promote fat and protein synthesis is a simple and effective way of treating atrophied scars.,0,Not-Related
"Adverse effects of amiodarone including pulmonary toxicity, hepatotoxicity, aggravation of arrhythmia, and thyroid diseases are well understood.",1,Related
Thiazide-induced hyponatremia.,0,Not-Related
"Two patients treated for chronic myeloid leukemia with high doses of CCNU (1100 mg/m2 and 1240 mg/m2, respectively) developed a fatal pulmonary fibrosis.",1,Related
RESULTS: A clinical diagnosis of fixed drug eruption owing to use of the PDE5 inhibitor tadalafil (Cialis) was made.,1,Related
"In view of the potential hazards of tissue plasminogen activator, close pediatric ICU monitoring is indicated with the use of high-dose tissue plasminogen activator infusions.",0,Not-Related
Histopathologic examination and direct immunofluorescence test were consistent with IgA bullous dermatosis.,0,Not-Related
"Within 6 weeks, endophthalmitis resolved in three consecutive patients with positive aqueous cultures.",0,Not-Related
"We present a case of interstitial pneumonitis and diffuse alveolar hemorrhage, which represents the second such case reported in the literature.",0,Not-Related
"The first patient was supported by the use of a paracorporeal air-driven left ventricular assist device of the NCVC type, and had a moderate degree of renal and hepatic dysfunction at the time of transplantation.",0,Not-Related
"When cyanamide-treated alcoholics relapse into drinking, more severe inflammation develops in the liver.",1,Related
"All patients had inadequate ACT measurements, despite conventional heparin dosage and ongoing clopidogrel treatment.",0,Not-Related
Acute INH toxicity should be suspected in children presenting with seizures with or without fever.,0,Not-Related
Prenatal cytomegalovirus (CMV) infection associated with severe brain damage was detected in an infant whose mother had been treated with prednisolone and azathioprine for systemic lupus erythematosus (SLE).,1,Related
"A 36-y-o patient with schizophrenia, who had consumed gradually increasing quantities of oolong tea that eventually reached 15 L each day, became delirious and was admitted to a psychiatric hospital.",1,Related
"About 7% of Caucasians are poor metabolizers (PM), and such patients might develop adverse drug reactions when treated with recommended doses of, for example, tricyclic antidepressants.",0,Not-Related
BACKGROUND: Uterine malignant mixed mesodermal tumor is a rare variant of uterine cancer.,0,Not-Related
Twenty-five (86%) patients had initial visual acuity of less than 20/60.,0,Not-Related
Analysis of a phenotyped human liver bank revealed that the antibodies recognised a 52.5 kDa microsomal protein which exhibited marked heterogeneity in its expression and appeared to be regulated co-ordinately with human CYP2C8 and 3A3/4.,0,Not-Related
"We report four patients, three of whom first developed psoriasis and one who had an aggravation of the condition during treatment with interferon-alpha.",1,Related
"The infant developed repeated tongue thrust, abnormal hand posturing, and tremor of all extremities.",0,Not-Related
Meperidine-associated central nervous system (CNS) excitatory toxicities are believed to be caused by accumulation of the active metabolite normeperidine.,1,Related
We reported 3 patients who developed acute generalized dystonia and akinetic rigid syndrome following an initial therapy with d-penicillamine 125-500 mg daily.,1,Related
RESULTS: Intradermal tests to intravenous cyclosporine formulation (1 mg/mL) were positive in the patient and negative in two controls.,0,Not-Related
Treatment of iron overload in adults with continuous parenteral desferrioxamine.,0,Not-Related
Four patients who manifested symptoms of the antiepileptic drug (AED) hypersensitivity syndrome during therapy with carbamazepine are reported.,1,Related
A 5-month-old infant became lethargic and poorly responsive after receiving 1 drop of brimonidine in each eye.,1,Related
"We then review case reports, expert opinion, and manufacturer recommendations regarding hepatitis B viral infection, TNF-alpha, and TNF-alpha inhibitors.",0,Not-Related
A total of 311 patients (35.5%) had at least one small intestinal resection.,0,Not-Related
Case report and literature review.,0,Not-Related
"CASE SUMMARY: An 84-year-old woman presented to the emergency department with a bilateral cervical hematoma and symptoms of upper-airway obstruction that had been increasing for 72 hours, with dyspnea and difficulty speaking developing in the previous 24 hours.",0,Not-Related
"During clarithromycin coadministration, four out of the seven patients developed moderate-to-severe toxic symptoms of carbamazepine, such as drowsiness, dizziness, and ataxia, which resolved within 5 days after clarithromycin discontinuation.",1,Related
Pathological examination of both resected femoral heads showed no intravascular thrombosis.,0,Not-Related
A case report of treatment with intra-arterial urokinase and review.,0,Not-Related
"He was administered insulin immediately, however, his fasting plasma glucose level remained unstable despite the insulin treatment.",0,Not-Related
Once regarded as fatal not many series of patients with ITO have been reported with the long follow up as in the present case.,0,Not-Related
CT scan of the abdomen disclosed a huge abscess in the right lobe of the liver.,0,Not-Related
A case of immunosuppressive measles (rubeola) encephalitis in a 12-year-old boy in remission from acute lymphoblastic leukemia is described.,0,Not-Related
We suggest that dapsone is an effective second-line agent in the treatment of rheumatoid arthritis.,0,Not-Related
Final evaluation was made 12 weeks after the competed dose consolidation.,0,Not-Related
"The administration of ""sweet spirits of nitre"" (4% ethyl nitrite CH3CH2ONO in 70% ethyl alcohol) was followed by acute methemoglobinemia and severe anoxic metabolic acidosis in infant twins, Methylene blue administration reversed methemoglobinemia in both, but one twin died from the consequences of hypoxemia.",1,Related
Treatment of dialysis osteomalacia with desferrioxamine.,0,Not-Related
Flucloxacillin is a commonly prescribed semisynthetic penicillinase-resistant penicillin primarily used for the treatment of cutaneous staphylococcal infections.,0,Not-Related
Transtubular potassium gradient (TTKG) also decreased and an inverse correlation was found between TTKG and doses of phosphate (r = -0.37; p < 0.02; N = 38).,1,Related
Eczematous eruptions may be produced through topical contact with mercury and by systemic absorption in mercury sensitive individuals.,0,Not-Related
"Twenty patients with myelodysplastic syndromes (MDS) entered a randomized, placebo-controlled, double-blind trial designed to evaluate the efficacy and toxicity of high doses of recombinant human erythropoietin (rhEPO).",0,Not-Related
A 68-year-old woman with parkinsonism showed cortical myoclonus and seizures under antiparkinsonian medication.,0,Not-Related
The 3 others developed clinical pericardial tamponade before surgery.,0,Not-Related
Severe heroin-induced pulmonary edema occurred in three previously healthy young men.,0,Not-Related
Brain imaging was normal in all.,0,Not-Related
Mucosal pigmentation after oral lichen planus treatment with topical tacrolimus.,1,Related
A chest radiograph demonstrated right pleural effusion.,0,Not-Related
She also had nephrotic range proteinuria.,0,Not-Related
"METHODS: This is a retrospective, open-label study of 24 patients; 18 of whom were not responding to accepted medication for treatment of their TS and six of whom were receiving no medication.",0,Not-Related
A patient developed optic neuropathy while being treated with isoniazid and ethambutol.,1,Related
Nine adult patients from three community teaching hospitals had bronchospasm unresponsive to standard therapy.,0,Not-Related
"Although myelosuppression is mild, immunosuppression and superinfection are potential hazards of treatment with DCF.",1,Related
Hemodialysis removal of acyclovir.,0,Not-Related
"Based upon the observed fall of the filtration fraction, the rise in the relative clearance of 99Tc-dimercaptosuccinic acid and the increase in proteinuria, we suggest that in this case the tubules and/or interstitium are the main targets for cyclosporine A nephrotoxicity.",1,Related
The current literature regarding the role of antibiotic prophylaxis in dermatological procedures is discussed along with the issues surrounding this patient.,0,Not-Related
SETTING: University hospital with a comprehensive in- and outpatient rehabilitation center.,0,Not-Related
Transient cardiac arrhythmias related to lopinavir/ritonavir in two patients with HIV infection.,1,Related
Blood chemistries revealed severely depleted sodium and potassium concentrations from a normal baseline within a 7-day period.,0,Not-Related
Niflumic acid-induced skeletal fluorosis: iatrogenic disease or therapeutic perspective for osteoporosis?,1,Related
Results Radiographic responses to sirolimus were observed in all patients.,0,Not-Related
Triazolam-induced nocturnal bingeing with amnesia.,1,Related
We thus concluded that an excessive dose of AZ had probably destroyed the gastric mucosal barrier or thrombocytopenia due to bone marrow disorder and thus eventually led to the development of hemorrhagic gastritis.,1,Related
It is suggested that charcoal haemoperfusion as well as cysteamine has a role in the management of severe overdosage with paracetamol.,0,Not-Related
"It is noteworthy that the superior sagittal sinus thrombosis occurred during a haematological recovery period, with rapid responses to treatment with 6-mercaptopurine and high doses of adrenocorticosteroids.",0,Not-Related
"The patient subsequently developed polyuria with a low urine osmolality, hypernatremia and, finally, acute renal failure.",0,Not-Related
"The clinical polysomnographic (PSG) reports of 2,650 consecutive adults studied during 41 months were reviewed retrospectively to identify all patients treated with fluoxetine or tricyclic antidepressants.",0,Not-Related
"Thirty-six patients with AL received, in a three-month period, 51 cycles of combined chemotherapy which included, in all of them, cytosine arabinoside (ARA-C); among them, along with myelosuppression, five experienced fever, infectious complications, gastrointestinal tract symptoms and severe myalgias.",1,Related
"The drugs concomitantly used were digoxin, isosorbide dinitrate, frusemide, urapidil and chlorthalidone in conjunction with oral potassium substitution.",0,Not-Related
"Apart from some minor discomfort at the site of operation, no side effects were noted.",0,Not-Related
"We labeled this new entity as a ""plastobezoar"".",0,Not-Related
"Clozapine is an atypical antipsychotic drug, and there have been case reports that clozapine may be an effective treatment for tardive dystonia.",0,Not-Related
It gives an 'acetowhite' effect that may assist clinicians in identifying neoplastic areas.,0,Not-Related
"Angioedema, a rare side effect of carbamazepine, involves vascular leakage in dermis and subcutis mediated by immunoglobulin E and/or bradykinins.",1,Related
"As reported by us, a new myeloid cell population with an oncofetal membrane marker, dimeric Lex (di-Lex; III3FucV3 FucnLc6), was found in the epiphyseal bone marrow adjacent to the involved joints of patients with severe rheumatoid arthritis (RA).",0,Not-Related
"All patients had bleeding complications before and after VAD placement, necessitating multiple blood product transfusions.",0,Not-Related
ATT had to be stopped because of this adverse drug reaction.,0,Not-Related
We report successful treatment of a cryptococcal ventriculoatrial shunt infection with antifungal therapy without shunt removal.,0,Not-Related
A further case of anaphylactoid reaction to methylprednisolone is reported.,1,Related
"To our knowledge, these movements have not been reported previously as an adverse effect of quetiapine.",0,Not-Related
"We examined a left-handed 25-year-old man engaged for 2 years at a vinyl chloride resin factory where he had been exposed to lead stearate, a stabilizer of resin.",0,Not-Related
"A patient receiving vancomycin for a serious staphylococcal infection had a lupus-like syndrome characterized by a malar rash, pain and erythema of the cartilage of both ears, and tender erythematous and hemorrhagic lesions of the finger tips.",1,Related
METHODS: A case is presented of a 45-year-old woman on prolonged gemcitabine treatment for ovarian cancer who developed HUS and recovered after drug discontinuation.,1,Related
The patient was successfully treated by single-dose methotrexate (MTX) (77 mg or 50 mg/m2 given intramuscularly).,0,Not-Related
METHOD: Single case report.,0,Not-Related
"Monozygotic male twins with DiGeorge's syndrome had facial dysmorphism, cardiovascular abnormalities, hypocalcemia, and immunodeficiency; however, they showed differences in several aspects of this developmental complex.",0,Not-Related
"This approach could be discussed in a multidisciplinary setting in similar cases, especially due to the described negligible recurrence rate after successful initial thrombosis after treating femoral pseudoaneurysms, pseudoaneurysms of the pancreatic artery, or even endoleaks after stenting of aneurysms of the aorta.",0,Not-Related
We present the first case of a patient with priapism after oral intake of the phenothiazine prothipendylhydrochloride.,1,Related
"Torsades de Pointes induced by a combination of garenoxacin and disopyramide and other cytochrome P450, family 3, subfamily A polypeptide-4-influencing drugs during hypokalemia due to licorice.",1,Related
A 63-year-old man with decreased vision due to postsurgical chronic cystoid macular edema that was recalcitrant to topical nonsteroidal anti-inflammatory drops had resolution of cystoid macular edema after intravitreal triamcinolone injection.,0,Not-Related
Effectiveness of octreotide in a case of refractory sulfonylurea-induced hypoglycemia.,0,Not-Related
Inferior vena cava (IVC) filter thrombosis has been reported to occur in up to 30% of cases and is associated with significant morbidity.,0,Not-Related
"Urgent surgical decompression was performed, showing an epidural hematoma.",0,Not-Related
"We report a 28-year-old woman of normal intellect, who had three late-onset seizures with unusual ictal features and secondary generalization during prolonged and vigorous tooth brushing.",0,Not-Related
CONCLUSIONS: This case report suggests that there may be individuals that are very sensitive to increases in serotonin concentrations.,0,Not-Related
"The most common side effects associated with amifostine are nausea, vomiting, hypotension, hypocalcemia and allergic reactions.",1,Related
METHODS: A 44-year-old patient showed therapy-resistant cystoid macular edema for 2 years after repeated penetrating keratoplasty was performed as treatment of keratoconus.,0,Not-Related
"He developed pronounced eosinophilia and a vasculitic skin rash, myalgias of the abdomen, upper trunk, and neck, and died of respiratory distress with no evidence of an infectious etiology.",0,Not-Related
"A case of mixed adult Wilms' tumour and angiosarcoma responsive to carboplatin, etoposide and vincristine (CEO).",0,Not-Related
All three patients had been taking an atypical antipsychotic.,0,Not-Related
"Linezolid is a recent addition to the antibiotic armamentarium against Gram-positive bacteria, including multiresistant staphylococci and enterococci.",0,Not-Related
"Currently the use of zidovudine is one of the few specific measures available, and as a potentially teratogenic and fetotoxic agent, any decision for its use requires evaluation of the potential for fetal damage.",1,Related
His counterpart would not order a CT but would check a baseline chest x-ray if there were any sign of pulmonary compromise (Dr.,0,Not-Related
"In patients receiving erythropoietin, therapeutic decisions should be based on A1C and glucose levels, as well as patient symptoms suggestive of hypo- or hyperglycemia, to avoid therapy changes that could complicate disease management.",0,Not-Related
"The diagnosis is confirmed by cytology, tissue studies, and viral cultures.",0,Not-Related
Sudan IV staining indicated many lipid droplets in follicular cells.,0,Not-Related
Generalized pustular psoriasis precipitated by trazodone in the treatment of depression.,1,Related
Further observations and reports will help clarify this adverse effect.,0,Not-Related
"Pulmonary toxicity was dose limiting, with grade III toxicity occurring in all three patients treated at a dose of 100 mg/m2.",0,Not-Related
A nonfatal case of accidental prolonged overdosage of pyrimethamine (10 times the usual dose for 10 days) in a seven-week-old infant treated for congenital toxoplasmosis is presented.,0,Not-Related
For 9 years the patient remained totally asymptomatic.,0,Not-Related
"In summary, we report herein the first case of SIADH believed to be an adverse effect of mizoribin, which may therefore needed to be added to the list of drugs which can induce SIADH.",1,Related
"A 44-year-old woman is described in whom amiodarone, disopyramide, and quinidine, administered alone separately, induced atypical ventricular tachycardia (AVT, torsade de pointes).",1,Related
"Two 65-year-old white men with coronary heart disease, given niacin therapy for dyslipidemia for 5 months, developed intense dental and gingival pain that was associated with increases in dose and that was relieved with discontinuance of niacin treatment.",1,Related
"Two patients with adrenal carcinoma treated with 2,2-bis (2-chlorophenyl-4-chlorophenyl)-1,1-dichloroethane (o,p'-DDD) as adjuvant therapy were studied.",0,Not-Related
Treatment included isoprenaline for 28 hours.,0,Not-Related
"Bicalutamide is a new, nonsteroidal antiandrogen with a favorable toxicity profile.",0,Not-Related
"This extremely rare combination of haematomas may have been caused either by rupture of a small vessel in the arachnoid membrane or by rupture of the arachnoid membrane itself, secondary to a massive haemorrhage in the subarachnoid space.",0,Not-Related
"In this report, we discuss the care of patients with aplastic anaemia in the peritransplant setting.",0,Not-Related
Histopathology examination of the excised flap demonstrated numerous Acanthamoeba cysts in tissue sections.,0,Not-Related
"Although a continuous intravenous infusion of dobutamine was maintained, therapy with oral terbutaline 2.5 mg every 6 hours was initiated.",0,Not-Related
Paraplegia following prophylactic intrathecal cytosine arabinoside (Ara-C) is described in a patient with acute myelogenous leukemia in remission who received doses of 100 mg/m2/d for 5 consecutive days.,1,Related
"Bronchoalveolar lavage (BAL) cultures for bacteria, viruses, and fungi were negative, but testing for ova and parasites from BAL fluid revealed Strongyloides stercoralis larvae on day 16 post transplant.",0,Not-Related
DFO appears to be an effective treatment for severe dialysis osteomalacia.,0,Not-Related
Case report and review of the literature.,0,Not-Related
Patients with a haemoglobin level < 100 g/l were treated as out-patients for 12 weeks with daily doses ranging from 30 U/kg body weight (BW) up to 240 U/kg BW in non-responders.,0,Not-Related
"Ocular and systemic complications such as eyelid necrosis, central retinal artery occlusion, and adrenal suppression have been reported rarely after corticosteroid injection.",0,Not-Related
"The use of 1,25-dihydroxyvitamin D (1,25-OH2 D) plus calcium may be superior to the use of calcium alone in some forms of osteoporosis.",0,Not-Related
Our findings suggest that clozapine plus lamotrigine may be helpful in reducing alcohol consumption and craving among patients with schizophrenia and comorbid alcohol dependence.,0,Not-Related
Cardiopulmonary compromise after use of topical and submucosal alpha-agonists: possible added complication by the use of beta-blocker therapy.,0,Not-Related
A patient with a large hydatid cyst of the left lobe of the liver developed metabolic acidosis following rather liberal use of cetrimide-chlorhexidine solution as a scolicidal agent.,1,Related
OBJECTIVE: To describe a case of severe skin necrosis resulting from peripheral intravenous administration of low-dose vasopressin in a patient with catecholamine-resistant septic shock.,1,Related
"Extensive workup for other causes, including infections, was negative.",0,Not-Related
"In case 1, a total daily dose of 25 mg sertraline, with nondetectable sertraline and desmethylsertraline blood levels, resulted in a doubling of the lamotrigine blood level with symptoms of toxicity.",1,Related
Ischaemic complications of Glypressin in liver disease: a case series.,0,Not-Related
Strongyloides infection should be ruled out in patients with eosinophilia before immunosuppressants are initiated to prevent the complication of disseminated strongyloidiasis.,0,Not-Related
We review the medical literature and discuss the risks of using recombinant factor VIIa to control severe bleeding after cardiac surgery.,0,Not-Related
CASE SUMMARY: A 58-year-old white woman developed fulminant liver failure while being treated with the macrolide antibiotic clarithromycin for pneumonia.,1,Related
The incidence of this adverse effect in children and young adults who have cystic fibrosis is unknown.,0,Not-Related
Charcoal hemoperfusion led to rapid clearing of dapsone from the circulation.,0,Not-Related
The report is followed by a brief review of anticonvulsant hypersensitivity syndrome and DRESS.,0,Not-Related
"However, as illustrated by these and other cases reported to date, the onset of troglitazone-induced liver injury is insidious and temporally variable.",1,Related
"We present two cases of nitrofurantoin-induced pulmonary toxicity in which the initial HRCT showed a widespread reticular pattern and associated distortion of the lung parenchyma, thought to represent established fibrosis.",1,Related
Acute myocardial infarction due to coronary spasm associated with L-thyroxine therapy.,1,Related
Spontaneous pulmonary hemorrhage following coronary thrombolysis.,0,Not-Related
The median age of patients was 61 years.,0,Not-Related
In six cases CT scans did not return to their original state after ACTH therapy.,0,Not-Related
"Both patients had Campylobacter jejuni enteritis, and one case was complicated by bacteraemia.",0,Not-Related
A 42-year-old woman presented to our institution with a 2-week history of bone pain in the lower extremities.,0,Not-Related
"The present patient was a 66-year-old Japanese woman who developed a cardiac arrhythmia and was given amiodarone as an anti-arrhythmic agent for approximately 3 months, until the day before her death.",0,Not-Related
"Since November 1996, there has been a shortage of multivitamin infusion (MVI).",0,Not-Related
We describe two cases that illustrate the use of lithium in the treatment of veterans with PTSD who complained of serious problems with irritability or angry outbursts.,1,Related
Follicular cell carcinoma of the thyroid in a child after bone marrow transplantation for acute lymphoblastic leukemia.,0,Not-Related
"Serum concentration of cerivastatin at 6 h after taking the last dose (0.15 mg) was 8062.5 ng/L, which was almost 5.7 times higher than that of normal persons.",0,Not-Related
A 45-year-old woman with thyrotoxicosis developed agranulocytosis after treatment with propylthiouracil.,1,Related
Initial clinical experience with centrifugal pumps coated with the Carmeda process.,0,Not-Related
METHODS: A 23-year-old contact lens wearer was treated for bilateral Acanthamoeba keratitis and underwent penetrating keratoplasty in the right eye for descemetocele with impending risk of perforation.,0,Not-Related
Bilateral corneal infiltrates after excimer laser photorefractive keratectomy.,0,Not-Related
Others as well may see a similar rise based on local trends in TB infection and disease.,0,Not-Related
"In severe cardiogenic shock, the patient required an extracorporeal membrane-oxygenation system for 8 days until cardiac recovery.",0,Not-Related
The patient was discharged on the 8th postoperative week in good conditions.,0,Not-Related
A previously unreported complication of the use of prostaglandin analog medications for glaucoma therapy is described.,0,Not-Related
Stevens-Johnson syndrome caused by the antiretroviral drug nevirapine.,1,Related
Self induced photosensitive epilepsy.,0,Not-Related
The theophylline level was 9.89 micrograms/ml at the moment of psychotic reaction.,0,Not-Related
"Therefore, black cohosh-induced fluid retention and coagulation activation should be considered in differential diagnosis, especially if thrombosis has been excluded.",0,Not-Related
Recent efforts have focused on heightened surveillance to detect contamination before transfusion to limit recipient morbidity and mortality.,0,Not-Related
"We report the case of a child with metastatic osteosarcoma, who experienced an anaphylactic/anaphylactoid reaction to methotrexate.",1,Related
Phenol is a neurolytic agent that is widely used by percutaneous retrogasserian injection in the treatment of trigeminal neuralgia.,0,Not-Related
"[2] Neither LPS nor VVR increased lung water, but LPS decreased MCTV in both normal airways (31%) and VVR-exposed airways (30%; p = 0.03), and VVR increased MCTV by 34% in LPS-inflamed airways (p = 0.002).",0,Not-Related
The treatment of amputee residual limb pain can at times be a challenge for the physician.,0,Not-Related
"We report the impact on the patient management of two liver biopsies, which diagnosed an initial drug induced hepatitis and subsequently an atypical HCV related hepatitis.",0,Not-Related
She delivered a healthy child vaginally under epidural anaesthesia.,0,Not-Related
"After the episode, 1 patient continued to receive d-penicillamine therapy and 2 changed to zinc sulfate treatment.",0,Not-Related
"A 27-year-old man who had a history of bronchial asthma, eosinophilic enteritis, and eosinophilic pneumonia presented with fever, skin eruptions, cervical lymphadenopathy, hepatosplenomegaly, atypical lymphocytosis, and eosinophilia two weeks after receiving trimethoprim (TMP)-sulfamethoxazole (SMX) treatment.",1,Related
"By a combination of appropriate selection of medications and an awareness of delirium as a side effect, the patient in the ICU may be treated in a manner to minimize the clouding of consciousness.",0,Not-Related
